id,gender,age,edu,hs1,hs2,hs3,hs4,hs5,hs6,bs1,bs2,bs3,bs4,bs5,bs6,gpg1,gpg2,gpg3,gpg4
347,2,36,4,3,2,3,3,4,4,3,3,2,4,3,4,3,4,2,2
348,1,40,2,3,3,1,3,3,3,4,4,3,2,2,4,1,3,4,2
349,2,30,2,2,2,1,2,2,4,3,3,4,4,4,4,4,3,3,2
350,1,33,5,5,4,3,4,4,4,3,4,3,4,3,4,3,3,4,3
351,1,26,3,3,4,3,4,2,4,5,3,3,3,4,3,5,3,4,3
352,1,31,4,3,6,4,5,5,6,5,5,6,4,4,5,4,3,4,3
353,1,53,4,4,4,3,4,4,2,4,3,5,2,4,3,3,3,4,3
354,1,18,4,4,5,4,4,4,2,4,4,5,5,5,3,4,5,5,3
355,1,25,5,4,5,4,5,3,3,3,4,4,5,4,4,3,3,4,3
356,1,39,4,4,4,4,5,6,6,3,3,4,4,5,4,4,3,3,4
357,1,30,3,3,2,3,1,3,2,4,6,6,4,5,4,2,2,2,1
358,1,28,1,4,4,4,4,5,4,6,5,5,4,5,4,4,4,3,4
359,2,22,2,3,3,3,4,4,2,5,4,4,4,4,3,3,3,4,5
360,1,18,3,4,4,3,1,4,3,4,4,3,3,3,1,3,3,4,3
361,1,30,1,4,4,4,4,4,4,4,4,3,3,3,3,5,4,3,5
362,1,21,3,2,3,3,2,2,2,4,2,3,4,3,3,4,3,4,2
363,1,32,5,3,2,3,2,2,3,4,3,4,4,5,3,2,3,4,4
364,2,28,4,3,3,2,5,2,3,4,5,3,6,4,5,2,3,2,2
365,2,18,2,3,3,3,3,2,3,6,4,5,5,5,4,2,3,2,3
366,2,25,2,3,2,1,3,2,3,2,3,3,2,4,3,2,2,1,1
367,1,33,2,3,4,4,4,4,4,3,5,4,4,4,2,3,5,4,4
368,2,25,4,4,3,4,3,5,6,5,5,5,4,5,4,3,2,3,2
369,2,38,5,4,4,4,3,4,5,5,4,3,4,5,4,2,3,4,3
370,2,22,3,4,3,3,5,3,5,2,3,4,4,3,3,3,3,4,2
371,1,27,4,4,4,3,4,4,2,5,4,5,4,4,5,4,4,3,3
372,2,26,4,5,4,5,6,5,4,5,3,4,5,4,4,5,4,5,3
373,2,20,4,3,1,3,3,2,3,5,3,4,4,5,5,2,3,1,1
374,1,25,4,3,3,3,3,4,4,5,4,5,4,4,5,3,4,5,4
375,1,26,5,5,4,3,4,4,3,4,3,3,4,3,5,3,3,2,1
376,1,30,5,2,4,2,4,4,2,6,5,5,5,5,6,5,4,4,3
377,2,30,2,4,4,1,4,5,5,4,3,4,4,4,5,3,3,3,2
378,1,19,4,4,3,4,4,5,6,3,5,4,4,4,4,3,4,4,4
379,2,18,5,3,3,3,4,3,2,3,3,3,4,4,3,3,2,3,3
380,1,47,4,3,2,4,2,3,3,4,3,3,3,4,3,5,2,2,3
381,2,25,3,3,4,4,4,5,4,3,3,2,5,2,2,2,4,2,2
382,2,36,2,4,3,3,3,4,4,4,5,4,4,5,3,2,2,2,3
383,1,27,5,3,3,2,2,3,3,3,3,2,3,5,4,2,1,3,2
384,2,29,4,3,3,4,3,3,2,3,2,3,3,3,3,3,3,3,3
385,2,18,4,4,3,3,2,3,2,2,3,1,2,2,2,1,2,1,2
386,2,23,3,2,1,1,2,2,1,2,2,3,3,3,3,3,4,3,3
387,1,28,2,4,5,3,3,5,3,4,5,6,5,6,6,4,3,4,3
388,2,22,4,3,5,4,4,3,4,3,3,3,4,3,4,4,3,4,4
389,1,40,4,3,4,5,5,3,5,2,3,4,3,5,4,4,4,2,3
390,2,31,3,4,2,4,4,2,3,3,3,4,3,4,3,3,4,1,2
391,2,28,2,5,4,5,3,4,6,4,5,4,4,5,5,2,3,2,1
392,1,23,2,5,4,4,4,5,3,5,3,5,4,4,4,4,3,2,3
393,2,37,4,4,3,4,3,3,2,4,3,2,3,2,2,3,2,1,2
394,1,25,3,4,4,3,2,5,3,5,3,2,4,4,4,1,3,3,2
395,1,35,4,5,5,4,4,4,2,3,5,5,3,3,5,4,3,3,3
396,2,18,3,2,4,3,4,4,3,4,5,4,4,5,4,4,3,4,3
397,1,23,2,5,5,5,4,6,6,5,5,6,5,5,4,5,3,5,5
398,1,34,3,5,4,5,4,3,5,4,4,5,4,5,5,4,4,3,4
399,2,34,3,4,4,4,4,4,3,5,5,5,4,5,5,5,3,4,4
400,1,33,2,3,4,3,4,3,6,5,5,6,5,4,5,2,2,3,2
401,1,30,2,4,4,4,4,4,3,4,5,2,4,4,3,5,4,4,4
402,2,29,5,1,1,1,2,3,2,5,4,2,4,3,3,1,3,1,2
403,1,30,4,4,5,5,3,4,3,3,3,3,3,2,3,4,2,4,4
404,2,30,3,4,3,2,4,3,3,3,3,4,5,4,4,3,4,3,3
405,1,21,4,5,5,5,5,5,5,3,4,6,2,3,3,5,4,2,4
406,1,40,4,3,4,4,4,3,3,4,5,3,5,4,4,3,3,2,3
407,1,23,4,5,5,4,4,4,3,3,4,4,4,4,5,4,5,5,5
408,1,39,4,2,3,3,1,1,3,3,2,5,4,2,4,5,4,2,2
409,2,35,2,4,5,4,4,4,4,5,6,4,6,5,5,3,3,1,2
410,2,20,4,4,4,2,3,3,3,2,2,1,3,2,2,1,4,2,4
411,1,25,4,3,4,3,5,4,4,4,5,5,3,4,3,3,2,3,4
412,1,41,3,4,3,5,4,3,2,4,4,5,4,4,3,3,3,3,5
413,2,23,3,3,4,3,4,5,4,5,3,4,5,4,3,3,4,3,3
414,1,42,3,4,4,3,4,4,3,4,2,5,4,4,2,3,3,4,3
415,1,27,4,6,4,4,4,4,5,5,6,5,4,5,5,5,5,4,5
416,2,21,4,4,1,3,3,3,3,3,3,2,1,2,3,2,3,2,2
417,1,21,4,2,3,2,2,3,3,3,2,4,3,2,3,3,2,2,3
418,2,25,3,2,2,2,4,4,3,1,4,3,3,3,4,2,3,3,2
419,1,30,2,6,6,4,4,4,4,5,3,4,3,5,4,5,5,3,4
420,1,36,3,2,4,4,4,3,3,4,4,5,4,4,4,2,2,4,1
421,1,18,4,6,4,6,5,6,4,4,4,4,4,3,5,4,3,4,3
422,1,32,1,6,6,6,6,5,5,4,5,3,4,5,6,4,3,4,5
423,2,26,3,4,4,3,5,3,5,4,4,1,2,3,3,5,5,2,2
424,2,18,4,3,2,4,3,4,3,3,3,2,3,3,2,3,2,2,3
425,1,25,2,5,6,4,4,5,5,4,4,6,5,5,5,3,3,4,3
426,1,34,5,3,3,2,2,3,1,4,3,3,3,2,3,1,1,2,3
427,2,25,2,5,3,5,4,5,6,5,5,5,4,5,6,3,3,3,1
428,2,18,2,2,1,2,2,3,2,4,5,5,5,5,4,2,3,2,1
429,2,39,5,4,3,3,3,3,3,3,4,2,3,3,4,4,3,3,5
430,1,41,3,4,5,4,5,5,5,5,4,3,3,3,4,4,5,4,4
431,1,27,2,5,3,6,4,4,5,5,4,4,4,4,5,4,5,5,4
432,1,42,5,4,4,3,3,5,4,3,5,5,4,3,3,3,3,3,2
433,1,18,4,3,6,5,4,4,5,4,4,6,3,3,3,4,3,3,4
434,1,35,2,2,3,3,2,4,1,3,3,2,3,3,5,4,3,3,3
435,1,40,5,4,3,5,6,3,4,6,5,5,6,6,5,4,4,5,4
436,1,38,4,4,5,5,4,3,5,3,3,4,4,4,4,5,3,3,3
437,1,21,3,5,5,3,4,4,3,4,5,4,5,4,5,4,5,3,4
438,1,18,4,4,3,3,3,4,4,4,4,4,3,3,4,5,4,3,4
439,2,35,4,4,4,5,4,3,3,4,4,4,4,3,3,3,2,2,3
440,1,27,4,5,4,5,4,5,3,4,4,4,4,4,4,4,3,4,4
441,1,36,2,6,3,4,3,5,5,4,4,6,5,5,4,3,3,4,3
442,2,25,2,3,3,3,4,3,5,5,3,3,4,4,4,3,4,3,3
443,2,18,4,3,3,2,2,3,3,4,3,3,3,2,2,2,2,2,3
444,2,20,2,3,4,4,5,3,3,4,3,4,4,3,4,3,2,2,1
445,2,36,2,3,2,3,2,3,4,4,3,3,3,2,2,2,4,3,2
446,2,28,4,4,5,4,6,4,5,5,5,4,5,5,4,3,2,2,2
447,2,26,3,1,2,2,2,1,1,3,3,4,3,4,2,1,2,1,1
448,2,18,3,5,5,5,4,4,4,4,4,2,2,4,2,2,3,1,2
449,2,37,2,3,2,2,2,3,2,4,5,4,4,4,5,1,2,1,1
450,1,36,4,3,6,4,5,5,5,3,3,3,3,2,1,4,3,4,4
451,2,22,4,4,3,2,4,4,3,3,3,3,4,3,5,3,3,3,2
452,2,18,5,4,3,5,4,3,4,2,4,3,4,4,4,5,4,3,4
453,1,42,2,4,4,3,4,5,4,6,4,6,4,3,5,4,3,3,4
454,2,26,4,2,4,3,4,3,5,4,3,5,4,4,5,3,2,1,1
455,2,19,2,1,2,2,2,2,2,4,4,4,3,3,4,1,2,2,1
456,1,26,4,4,6,4,4,4,5,3,5,5,4,4,4,5,5,4,4
457,1,22,3,4,4,3,3,3,3,5,5,4,5,4,5,2,3,2,2
458,2,38,3,3,4,4,4,5,6,4,2,4,4,3,3,3,2,2,2
459,2,28,4,1,2,2,2,3,2,3,3,4,2,2,3,1,2,2,1
460,1,37,4,4,3,5,3,3,4,3,4,4,4,3,4,4,3,3,3
461,1,30,3,3,4,4,5,4,4,4,4,4,4,5,4,5,3,5,3
462,1,26,4,5,3,3,4,4,4,4,3,4,5,4,5,3,4,4,6
463,1,32,4,3,4,4,2,1,4,4,4,3,2,2,3,1,2,1,1
464,1,39,2,3,4,3,4,4,5,4,4,4,3,2,2,2,1,2,2
465,2,30,4,2,2,2,4,2,4,4,4,1,2,3,2,3,3,3,4
466,1,28,4,4,2,4,3,3,3,5,3,5,4,6,5,3,3,2,3
467,2,18,5,1,3,2,3,3,2,4,4,3,5,5,1,2,1,1,2
468,1,20,4,5,6,5,4,4,3,3,5,4,3,5,4,5,2,3,2
469,2,28,2,1,2,1,2,2,3,2,4,4,4,5,3,3,2,3,3
470,2,42,3,1,2,2,3,2,3,3,2,4,3,3,2,3,2,2,3
471,2,19,4,3,2,3,5,4,4,3,4,2,4,4,4,4,3,3,3
472,2,28,4,4,3,3,4,2,2,5,4,4,4,4,4,3,2,2,2
473,2,32,2,3,3,3,2,4,4,3,4,4,5,5,5,4,1,1,2
474,1,45,5,4,5,4,4,5,4,4,4,4,5,5,5,3,2,3,2
475,2,21,3,3,4,2,2,2,3,4,3,2,5,5,2,3,2,3,3
476,1,33,4,4,4,4,6,5,5,5,6,6,5,5,5,3,5,4,4
477,1,21,4,4,5,4,5,5,5,6,5,5,6,6,6,4,3,3,1
478,1,33,4,3,5,4,4,3,4,3,5,4,5,3,3,4,4,4,2
479,1,28,2,2,3,2,3,2,3,3,4,3,3,3,4,2,2,1,1
480,1,40,4,2,3,4,1,3,2,4,3,3,4,3,3,4,3,2,4
481,2,31,3,3,3,3,2,4,3,4,5,5,5,5,5,4,3,4,2
482,1,35,4,4,5,5,4,6,6,2,3,3,3,4,2,4,5,5,4
483,1,19,5,3,5,4,5,2,5,4,5,4,5,4,5,4,3,3,3
484,1,23,3,4,4,3,3,3,4,5,3,5,5,3,5,6,4,4,4
485,1,20,2,5,5,5,5,4,4,4,3,4,4,4,4,3,4,3,4
486,1,39,4,3,4,3,3,3,2,4,3,6,2,4,2,3,4,2,4
487,1,32,2,2,2,3,4,1,4,3,4,2,2,3,2,3,2,3,3
488,2,25,1,4,4,3,3,4,2,4,5,3,5,4,5,2,2,2,1
489,1,30,4,5,5,5,3,4,5,4,5,3,5,4,6,4,3,2,4
490,1,32,4,4,4,4,3,2,4,3,3,4,3,5,5,6,5,5,6
491,2,33,2,2,1,2,2,3,2,3,2,1,4,1,3,1,1,2,1
492,1,32,3,4,4,6,5,5,3,5,6,4,3,4,3,3,2,3,2
493,1,30,4,5,5,4,5,5,5,5,4,4,4,5,5,5,4,5,5
494,1,35,4,2,3,3,3,2,3,6,4,2,4,4,4,2,3,1,1
495,1,29,5,4,4,2,3,4,3,3,3,4,3,3,5,3,4,4,4
496,1,33,1,3,4,3,3,2,2,4,3,4,2,4,3,2,2,2,2
497,2,18,4,2,2,5,4,3,3,2,4,3,3,2,4,3,3,3,3
498,2,26,2,5,4,4,4,3,4,4,3,3,4,3,4,4,3,2,3
499,2,18,5,5,3,3,4,4,5,5,3,4,3,3,3,4,4,4,4
500,2,32,4,4,4,3,4,4,3,5,3,4,4,4,4,3,3,3,1
501,2,23,4,5,3,5,5,5,3,4,4,4,3,5,4,1,2,3,1
502,1,44,3,3,4,4,4,3,3,3,2,3,3,3,2,3,3,3,2
503,1,19,5,4,3,3,3,3,4,3,3,4,4,1,4,3,2,4,2
504,2,18,4,3,2,4,3,4,2,5,6,5,5,6,4,5,4,4,4
505,2,35,2,2,3,3,4,3,2,5,3,5,3,4,3,3,3,3,3
506,1,26,5,5,3,3,4,4,4,5,5,5,3,6,4,5,3,3,4
507,1,25,3,3,4,3,5,4,5,3,4,5,4,3,3,4,4,5,3
508,1,30,4,3,3,3,4,4,3,5,5,3,3,4,5,3,2,1,2
509,1,42,4,1,2,2,3,3,3,2,3,3,3,2,3,2,2,2,2
510,1,38,4,6,5,5,4,4,5,5,5,5,6,5,5,6,4,4,3
511,1,35,4,5,6,6,5,4,4,6,5,5,4,6,4,6,5,5,6
512,2,35,2,2,3,3,3,4,3,3,4,4,3,5,4,2,4,4,3
513,1,21,4,6,6,5,5,4,6,5,4,6,5,5,3,4,4,3,3
514,2,26,4,4,3,3,4,4,3,4,4,4,3,4,5,4,3,1,2
515,2,19,3,4,2,2,4,5,4,4,4,4,4,3,3,4,3,2,3
516,2,23,4,5,5,5,4,4,5,3,5,5,3,3,4,3,3,3,2
517,1,19,4,6,4,4,3,4,4,3,4,5,3,4,4,3,4,4,3
518,1,19,5,4,5,4,6,3,5,3,5,5,5,4,3,4,5,4,3
519,2,20,4,3,1,3,3,3,2,4,6,4,4,4,5,3,3,2,3
520,1,30,2,3,3,3,3,4,3,2,3,3,3,4,1,3,4,2,4
521,1,28,4,3,5,5,3,6,5,5,4,3,4,5,4,4,4,3,4
522,2,26,4,4,2,3,3,4,2,5,4,3,4,5,2,3,2,2,1
523,1,37,4,2,3,2,2,1,2,4,4,3,4,5,3,3,2,2,2
524,1,24,2,2,4,3,3,3,3,3,3,3,3,3,1,3,2,2,4
525,1,26,4,5,4,3,4,4,3,5,4,4,4,5,6,4,4,3,4
526,2,33,5,2,3,3,1,1,2,2,2,3,3,4,3,4,3,3,3
527,1,20,4,3,4,4,3,5,4,5,3,3,4,3,4,3,3,3,3
528,1,28,2,4,3,3,4,4,3,4,4,5,4,5,4,5,4,3,3
529,2,36,4,3,2,4,3,3,2,3,3,3,2,1,4,3,2,3,2
530,1,18,1,2,2,3,4,2,2,5,4,3,2,2,4,1,1,2,1
531,2,28,2,4,2,3,3,2,4,3,4,3,3,4,5,3,3,2,2
532,1,52,2,6,5,6,3,5,6,5,4,4,4,4,3,4,3,3,3
533,1,26,2,4,3,3,2,4,2,5,3,5,4,3,6,2,3,1,3
534,2,28,3,3,3,2,2,3,3,3,4,3,3,3,3,3,1,3,2
535,1,18,4,4,4,5,3,3,4,3,3,4,4,3,4,3,4,2,2
536,2,20,2,4,4,3,3,4,3,4,4,5,5,5,6,4,2,3,3
537,1,29,3,4,4,3,5,5,4,5,4,5,5,6,3,4,4,3,4
538,2,35,5,4,3,2,2,3,3,3,4,3,3,3,4,3,2,3,3
539,1,29,5,4,4,3,5,4,3,2,4,3,4,3,2,4,5,3,3
540,1,30,1,3,3,4,4,3,4,3,3,4,4,3,3,4,5,3,4
541,2,21,2,3,3,3,3,2,3,4,3,3,3,4,3,3,2,3,2
542,1,28,4,4,4,5,4,3,3,3,3,4,5,3,3,4,5,4,5
543,1,27,2,2,3,3,2,3,3,3,4,4,3,2,4,2,2,2,2
544,2,21,2,3,3,4,3,2,2,3,3,2,4,3,3,3,3,2,3
545,2,21,2,4,4,2,5,5,5,4,3,3,4,2,3,4,3,2,2
546,1,27,4,5,6,5,5,5,4,5,5,5,4,4,4,4,3,3,2
547,2,31,3,4,2,3,4,3,3,2,2,3,3,3,4,2,3,2,2
548,1,32,3,5,4,5,4,5,4,5,5,5,5,6,4,4,3,4,3
549,1,31,4,4,5,3,3,4,3,4,3,4,3,5,3,5,4,3,4
550,2,26,2,3,3,3,3,3,4,4,4,3,4,3,3,4,3,3,3
551,1,25,4,4,3,4,4,3,4,3,3,4,4,4,4,3,5,3,3
552,1,35,4,3,3,3,2,3,3,4,4,5,3,4,5,4,2,2,2
553,2,22,2,1,2,1,3,3,1,3,3,3,4,3,4,3,3,4,3
554,2,18,2,3,3,4,4,4,3,4,3,3,5,4,4,3,2,2,2
555,1,19,3,5,4,3,2,6,4,4,5,4,4,4,4,4,3,3,3
556,2,38,4,2,3,1,4,3,4,5,5,4,6,5,3,2,3,2,2
557,2,27,2,3,2,2,1,2,3,5,5,3,3,3,3,4,4,2,2
558,2,24,5,3,3,3,2,4,5,4,5,3,3,4,4,4,3,4,3
559,2,28,4,1,1,1,1,2,1,3,1,2,3,2,2,1,1,1,1
560,1,31,2,5,4,4,2,4,4,3,3,3,3,3,5,5,5,4,2
561,2,18,4,5,4,2,3,2,3,4,4,3,4,4,3,2,3,3,4
562,2,25,3,3,2,4,2,2,2,2,2,2,2,3,1,3,1,2,1
563,2,24,4,3,4,4,3,4,3,5,5,5,6,4,5,3,4,3,3
564,2,34,4,4,2,2,3,4,3,3,4,2,2,3,4,3,2,2,2
565,1,44,2,4,5,4,4,5,4,4,5,5,4,5,5,2,4,4,2
566,1,33,4,4,3,3,3,3,3,6,4,4,3,3,2,3,3,2,2
567,2,33,2,3,2,4,4,2,1,2,4,2,3,4,3,3,2,2,3
568,1,39,4,3,5,3,4,5,3,3,3,4,3,4,3,5,3,5,4
569,2,32,4,2,3,3,2,3,2,3,4,3,4,4,3,4,3,1,3
570,1,33,4,4,3,4,4,3,3,2,2,4,3,3,2,4,3,3,4
571,1,18,4,4,5,5,5,5,3,3,3,4,5,3,3,2,4,4,4
572,1,33,4,3,4,4,4,4,5,5,6,5,5,3,5,4,4,3,3
573,1,41,1,4,5,4,4,4,5,3,4,4,5,5,4,4,4,2,3
574,2,28,4,2,2,4,2,4,1,3,3,3,4,5,3,2,1,2,2
575,1,18,3,4,5,6,4,3,5,5,4,6,4,4,5,4,5,3,5
576,1,21,4,3,3,4,4,4,4,5,4,3,4,4,2,2,2,3,2
577,2,24,4,2,2,3,3,3,3,5,6,5,4,3,5,2,3,1,1
578,1,28,4,3,4,4,4,2,4,3,4,3,2,3,3,3,3,4,5
579,2,24,4,2,4,2,2,4,2,3,4,4,3,3,2,3,3,4,2
580,1,20,3,4,5,3,4,2,4,4,2,4,3,4,3,3,2,2,4
581,2,30,4,3,4,4,3,2,3,3,3,3,2,5,4,2,3,3,3
582,1,24,5,4,5,4,4,4,5,6,5,5,6,6,4,5,4,5,4
583,2,39,2,6,5,4,3,4,4,5,5,4,6,5,6,4,4,3,4
584,1,18,4,3,5,4,4,5,4,5,4,5,4,3,4,4,4,3,3
585,1,37,4,3,4,2,3,3,3,5,6,5,5,4,4,4,4,3,4
586,1,36,4,4,5,4,3,5,6,6,4,6,4,4,3,5,4,4,4
587,1,20,2,6,4,5,5,5,5,3,3,4,3,3,4,5,4,3,3
588,2,32,2,4,2,2,3,1,1,3,2,3,3,3,4,2,1,1,2
589,1,43,5,2,4,4,3,4,3,3,3,4,4,3,3,3,4,4,4
590,2,36,4,2,3,4,3,3,2,4,4,5,4,4,5,3,4,1,3
591,2,24,2,3,4,3,4,2,3,2,3,2,2,3,2,2,2,2,3
592,1,39,4,5,4,4,5,4,5,5,5,5,5,5,6,3,3,3,3
593,1,40,4,3,3,4,3,4,4,6,5,6,5,6,3,4,4,3,4
594,1,28,2,5,3,4,3,4,5,4,5,6,5,5,4,3,3,4,3
595,2,30,4,4,4,4,4,5,3,5,3,3,4,4,5,3,2,3,2
596,1,24,2,4,3,4,3,3,3,4,3,4,2,3,4,3,2,2,2
597,1,45,3,3,4,4,5,5,3,4,3,4,3,3,4,5,4,3,4
598,2,23,4,2,2,2,2,2,2,3,3,2,4,5,4,3,4,2,2
599,1,25,4,5,5,4,5,2,4,5,4,3,4,4,4,4,5,5,5
600,2,25,4,3,3,3,4,2,4,4,4,3,4,4,3,2,2,1,2
601,2,37,2,5,3,3,5,4,5,4,4,5,5,3,3,4,2,4,4
602,1,30,5,3,4,3,3,5,3,6,6,6,6,6,5,4,4,4,5
603,1,27,4,5,5,5,5,3,3,4,4,2,5,4,4,4,2,3,2
604,1,27,2,5,5,4,4,2,3,3,2,5,3,4,5,4,4,3,2
605,1,44,4,4,4,3,4,3,4,4,5,5,4,4,4,4,4,4,4
606,2,31,4,4,3,4,4,4,3,5,6,5,4,5,5,4,3,4,4
607,1,18,5,5,4,4,5,4,4,3,4,3,2,3,5,4,4,4,3
608,2,30,4,4,4,4,2,3,4,5,4,4,3,4,3,1,2,2,2
609,1,19,4,4,4,4,4,4,4,5,5,4,5,5,4,4,3,2,3
610,2,29,4,4,3,4,3,4,3,4,4,4,4,4,4,3,1,3,2
611,2,28,4,2,2,2,2,2,1,4,2,3,3,3,4,2,2,3,3
612,1,31,4,4,3,4,4,4,3,4,4,4,3,3,3,3,3,2,3
613,1,32,4,3,3,3,4,4,4,6,4,5,4,5,4,4,2,2,2
614,2,27,5,3,3,5,3,3,3,2,3,3,2,3,4,4,3,3,4
615,1,31,5,5,5,5,3,5,3,3,3,4,3,3,3,4,3,3,4
616,1,24,4,6,5,5,4,6,5,4,5,5,5,4,4,3,4,4,3
617,1,28,4,2,4,3,3,3,4,3,2,3,2,2,3,3,3,3,3
618,1,35,4,4,6,6,5,4,5,4,5,4,3,5,4,3,3,4,2
619,2,26,4,2,2,1,3,2,3,5,5,5,4,3,4,3,4,3,2
620,1,20,2,5,5,4,4,5,4,2,5,5,4,3,5,3,3,4,2
621,2,21,3,2,1,3,3,2,5,4,2,3,5,3,2,2,2,3,3
622,1,29,4,5,4,5,4,5,5,5,4,5,4,4,3,4,4,4,5
623,1,33,4,4,5,5,3,4,4,4,4,4,4,4,4,4,4,4,4
624,2,37,4,2,3,2,3,3,2,3,2,2,3,2,3,1,1,3,2
625,2,31,4,5,3,4,5,4,2,4,5,4,5,4,5,4,2,1,3
626,1,21,1,4,4,4,5,5,4,6,5,6,5,5,6,4,4,2,4
627,1,18,5,5,4,5,4,3,4,5,4,6,4,4,4,4,3,2,2
628,2,18,2,3,3,3,3,3,4,3,3,2,4,4,3,4,2,3,4
629,1,31,4,5,5,4,5,4,4,5,6,6,6,4,5,4,4,4,4
630,1,31,2,3,6,5,4,5,4,5,5,6,6,4,5,5,5,5,4
631,1,19,4,4,5,4,5,5,5,6,5,5,5,5,5,5,6,5,5
632,2,23,2,1,1,2,2,2,3,3,2,2,3,1,2,1,1,1,3
633,1,18,3,5,3,6,5,5,6,4,4,4,3,5,4,4,4,2,3
634,2,28,4,2,2,4,4,2,4,5,3,3,2,4,2,3,2,2,3
635,2,35,3,2,1,3,1,3,2,4,5,4,4,5,6,2,3,2,2
636,2,21,4,2,3,2,3,3,4,5,5,3,5,4,4,2,2,2,3
637,1,32,5,6,4,5,4,5,5,5,4,5,4,3,4,2,4,3,2
638,1,22,3,3,5,4,3,6,3,5,4,5,4,5,4,5,5,5,4
639,1,40,4,2,1,3,4,2,4,4,4,2,4,4,3,3,4,3,3
640,2,24,5,3,4,3,4,3,3,3,3,4,3,5,4,2,2,1,3
641,1,36,2,5,4,4,4,2,1,4,4,3,4,3,3,5,5,5,5
642,2,25,1,4,4,4,4,5,3,4,5,5,4,3,3,5,3,2,3
643,2,23,3,3,4,5,4,4,4,3,6,5,4,5,5,4,2,4,4
644,2,20,4,3,2,3,3,4,5,4,3,3,3,5,3,4,2,3,3
645,1,33,4,5,2,3,3,4,2,2,4,4,3,3,2,3,2,2,4
646,1,22,4,5,5,4,4,5,4,4,4,4,4,3,4,3,3,3,3
647,1,28,5,3,4,2,2,3,1,3,3,3,4,2,4,4,4,3,3
648,2,28,4,3,3,2,3,2,2,3,4,4,4,5,4,2,3,3,4
649,2,33,3,3,1,2,3,3,1,2,4,2,3,4,3,2,4,3,2
650,2,24,4,4,4,4,3,4,5,4,4,4,5,3,5,2,3,2,2
651,2,38,3,3,4,3,4,3,4,3,3,3,2,3,2,2,3,2,2
652,1,37,3,2,3,4,4,3,2,1,1,2,1,2,1,3,3,3,3
653,2,36,5,3,2,2,3,3,5,4,4,4,3,4,5,3,3,2,2
654,2,20,2,2,2,3,2,2,3,4,3,5,4,5,3,2,2,2,1
655,1,18,4,4,5,5,5,5,3,4,3,4,4,3,4,3,3,3,3
656,1,22,4,2,3,3,3,3,3,3,4,5,4,4,5,4,1,3,4
657,1,18,1,4,5,5,5,4,3,3,4,3,4,3,2,3,2,1,3
658,2,30,4,5,4,5,2,3,4,5,5,5,4,4,3,3,1,3,3
659,2,32,5,3,3,3,3,3,4,5,5,4,5,4,3,1,3,2,2
660,1,30,2,3,3,4,4,4,4,4,4,4,4,4,4,3,3,4,3
661,1,34,3,5,5,4,5,5,5,5,5,4,5,3,5,5,3,3,3
662,2,29,4,2,3,2,4,3,5,3,5,4,5,3,3,3,4,3,3
663,1,24,2,3,2,4,4,5,4,5,5,5,5,5,5,2,2,2,1
664,1,18,2,5,5,4,6,5,5,4,5,4,5,5,4,4,4,3,3
665,2,20,4,3,2,3,3,2,4,4,4,4,3,3,5,3,3,2,3
666,2,32,2,5,6,4,5,3,4,5,5,4,4,4,4,4,3,3,4
667,1,30,4,5,4,5,5,4,5,5,5,5,6,6,5,2,4,3,3
668,1,34,4,5,4,4,5,6,3,4,5,5,5,4,3,4,4,4,3
669,1,18,4,4,3,4,3,4,4,5,4,5,4,5,5,3,3,3,2
670,2,24,4,3,5,3,4,4,3,3,4,4,3,3,4,4,4,2,2
671,1,22,4,5,5,5,5,5,4,5,4,5,6,6,5,4,5,4,4
672,2,32,2,3,2,1,2,2,2,2,3,2,3,2,2,2,3,3,2
673,1,22,5,3,4,5,5,5,5,4,3,3,5,4,4,5,5,5,4
674,2,30,4,4,3,4,3,3,3,4,4,3,4,3,4,3,3,3,2
675,2,36,4,2,2,2,1,3,2,3,2,4,1,3,3,3,3,3,3
676,2,22,4,3,2,3,2,4,2,3,5,4,4,5,3,4,2,2,2
677,2,22,2,5,4,4,5,4,4,3,3,4,4,4,4,3,4,2,4
678,2,20,4,3,3,4,5,4,2,5,5,6,4,5,6,3,4,2,4
679,1,18,4,4,5,3,3,4,3,2,3,5,4,2,5,3,3,4,1
680,2,33,2,1,1,1,2,1,2,3,4,3,4,3,3,2,2,1,2
681,2,23,4,5,4,3,5,4,5,4,4,4,4,5,3,3,3,1,1
682,1,49,4,3,4,4,5,3,5,3,3,5,3,3,3,2,3,4,3
683,1,23,2,3,4,5,5,5,4,3,5,6,4,5,4,5,4,4,3
684,2,24,2,5,3,4,5,4,3,4,3,3,4,5,5,2,3,4,1
685,2,36,4,3,1,2,1,1,2,3,3,3,2,4,3,1,1,2,1
686,2,31,4,5,2,3,4,5,4,2,3,5,5,3,2,3,2,3,3
687,1,26,4,3,4,3,3,3,4,4,6,5,4,4,5,6,4,4,4
688,1,41,3,3,4,5,4,4,5,4,4,5,4,4,4,3,4,2,4
689,1,26,3,5,5,4,5,3,5,3,3,4,4,4,5,2,4,3,3
690,2,21,4,4,4,3,4,4,3,4,5,4,4,4,5,3,3,3,2
691,2,39,5,2,2,2,2,4,2,2,3,4,1,2,2,2,3,2,2
692,1,26,4,4,5,5,5,5,4,5,6,5,5,6,5,4,4,4,3
693,2,40,5,3,3,3,2,2,2,3,5,5,4,5,4,3,4,4,3
694,2,18,4,4,3,2,3,2,3,4,4,4,3,5,5,2,1,2,2
