id,gender,age,edu,hs1,hs2,hs3,hs4,hs5,hs6,bs1,bs2,bs3,bs4,bs5,bs6
434,1,35,2,2,3,3,2,4,1,3,3,2,3,3,5
435,1,40,5,4,3,5,6,3,4,6,5,5,6,6,5
436,1,38,4,4,5,5,4,3,5,3,3,4,4,4,4
437,1,21,3,5,5,3,4,4,3,4,5,4,5,4,5
438,1,18,4,4,3,3,3,4,4,4,4,4,3,3,4
439,2,35,4,4,4,5,4,3,3,4,4,4,4,3,3
440,1,27,4,5,4,5,4,5,3,4,4,4,4,4,4
441,1,36,2,6,3,4,3,5,5,4,4,6,5,5,4
442,2,25,2,3,3,3,4,3,5,5,3,3,4,4,4
443,2,18,4,3,3,2,2,3,3,4,3,3,3,2,2
444,2,20,2,3,4,4,5,3,3,4,3,4,4,3,4
445,2,36,2,3,2,3,2,3,4,4,3,3,3,2,2
446,2,28,4,4,5,4,6,4,5,5,5,4,5,5,4
447,2,26,3,1,2,2,2,1,1,3,3,4,3,4,2
448,2,18,3,5,5,5,4,4,4,4,4,2,2,4,2
449,2,37,2,3,2,2,2,3,2,4,5,4,4,4,5
450,1,36,4,3,6,4,5,5,5,3,3,3,3,2,1
451,2,22,4,4,3,2,4,4,3,3,3,3,4,3,5
452,2,18,5,4,3,5,4,3,4,2,4,3,4,4,4
453,1,42,2,4,4,3,4,5,4,6,4,6,4,3,5
454,2,26,4,2,4,3,4,3,5,4,3,5,4,4,5
455,2,19,2,1,2,2,2,2,2,4,4,4,3,3,4
456,1,26,4,4,6,4,4,4,5,3,5,5,4,4,4
457,1,22,3,4,4,3,3,3,3,5,5,4,5,4,5
458,2,38,3,3,4,4,4,5,6,4,2,4,4,3,3
459,2,28,4,1,2,2,2,3,2,3,3,4,2,2,3
460,1,37,4,4,3,5,3,3,4,3,4,4,4,3,4
461,1,30,3,3,4,4,5,4,4,4,4,4,4,5,4
462,1,26,4,5,3,3,4,4,4,4,3,4,5,4,5
463,1,32,4,3,4,4,2,1,4,4,4,3,2,2,3
464,1,39,2,3,4,3,4,4,5,4,4,4,3,2,2
465,2,30,4,2,2,2,4,2,4,4,4,1,2,3,2
466,1,28,4,4,2,4,3,3,3,5,3,5,4,6,5
467,2,18,5,1,3,2,3,3,2,4,4,3,5,5,1
468,1,20,4,5,6,5,4,4,3,3,5,4,3,5,4
469,2,28,2,1,2,1,2,2,3,2,4,4,4,5,3
470,2,42,3,1,2,2,3,2,3,3,2,4,3,3,2
471,2,19,4,3,2,3,5,4,4,3,4,2,4,4,4
472,2,28,4,4,3,3,4,2,2,5,4,4,4,4,4
473,2,32,2,3,3,3,2,4,4,3,4,4,5,5,5
474,1,45,5,4,5,4,4,5,4,4,4,4,5,5,5
475,2,21,3,3,4,2,2,2,3,4,3,2,5,5,2
476,1,33,4,4,4,4,6,5,5,5,6,6,5,5,5
477,1,21,4,4,5,4,5,5,5,6,5,5,6,6,6
478,1,33,4,3,5,4,4,3,4,3,5,4,5,3,3
479,1,28,2,2,3,2,3,2,3,3,4,3,3,3,4
480,1,40,4,2,3,4,1,3,2,4,3,3,4,3,3
481,2,31,3,3,3,3,2,4,3,4,5,5,5,5,5
482,1,35,4,4,5,5,4,6,6,2,3,3,3,4,2
483,1,19,5,3,5,4,5,2,5,4,5,4,5,4,5
484,1,23,3,4,4,3,3,3,4,5,3,5,5,3,5
485,1,20,2,5,5,5,5,4,4,4,3,4,4,4,4
486,1,39,4,3,4,3,3,3,2,4,3,6,2,4,2
487,1,32,2,2,2,3,4,1,4,3,4,2,2,3,2
488,2,25,1,4,4,3,3,4,2,4,5,3,5,4,5
489,1,30,4,5,5,5,3,4,5,4,5,3,5,4,6
490,1,32,4,4,4,4,3,2,4,3,3,4,3,5,5
491,2,33,2,2,1,2,2,3,2,3,2,1,4,1,3
492,1,32,3,4,4,6,5,5,3,5,6,4,3,4,3
493,1,30,4,5,5,4,5,5,5,5,4,4,4,5,5
494,1,35,4,2,3,3,3,2,3,6,4,2,4,4,4
495,1,29,5,4,4,2,3,4,3,3,3,4,3,3,5
496,1,33,1,3,4,3,3,2,2,4,3,4,2,4,3
497,2,18,4,2,2,5,4,3,3,2,4,3,3,2,4
498,2,26,2,5,4,4,4,3,4,4,3,3,4,3,4
499,2,18,5,5,3,3,4,4,5,5,3,4,3,3,3
500,2,32,4,4,4,3,4,4,3,5,3,4,4,4,4
501,2,23,4,5,3,5,5,5,3,4,4,4,3,5,4
502,1,44,3,3,4,4,4,3,3,3,2,3,3,3,2
503,1,19,5,4,3,3,3,3,4,3,3,4,4,1,4
504,2,18,4,3,2,4,3,4,2,5,6,5,5,6,4
505,2,35,2,2,3,3,4,3,2,5,3,5,3,4,3
506,1,26,5,5,3,3,4,4,4,5,5,5,3,6,4
507,1,25,3,3,4,3,5,4,5,3,4,5,4,3,3
508,1,30,4,3,3,3,4,4,3,5,5,3,3,4,5
509,1,42,4,1,2,2,3,3,3,2,3,3,3,2,3
510,1,38,4,6,5,5,4,4,5,5,5,5,6,5,5
511,1,35,4,5,6,6,5,4,4,6,5,5,4,6,4
512,2,35,2,2,3,3,3,4,3,3,4,4,3,5,4
513,1,21,4,6,6,5,5,4,6,5,4,6,5,5,3
514,2,26,4,4,3,3,4,4,3,4,4,4,3,4,5
515,2,19,3,4,2,2,4,5,4,4,4,4,4,3,3
516,2,23,4,5,5,5,4,4,5,3,5,5,3,3,4
517,1,19,4,6,4,4,3,4,4,3,4,5,3,4,4
518,1,19,5,4,5,4,6,3,5,3,5,5,5,4,3
519,2,20,4,3,1,3,3,3,2,4,6,4,4,4,5
520,1,30,2,3,3,3,3,4,3,2,3,3,3,4,1
521,1,28,4,3,5,5,3,6,5,5,4,3,4,5,4
522,2,26,4,4,2,3,3,4,2,5,4,3,4,5,2
523,1,37,4,2,3,2,2,1,2,4,4,3,4,5,3
524,1,24,2,2,4,3,3,3,3,3,3,3,3,3,1
525,1,26,4,5,4,3,4,4,3,5,4,4,4,5,6
526,2,33,5,2,3,3,1,1,2,2,2,3,3,4,3
527,1,20,4,3,4,4,3,5,4,5,3,3,4,3,4
528,1,28,2,4,3,3,4,4,3,4,4,5,4,5,4
529,2,36,4,3,2,4,3,3,2,3,3,3,2,1,4
530,1,18,1,2,2,3,4,2,2,5,4,3,2,2,4
531,2,28,2,4,2,3,3,2,4,3,4,3,3,4,5
532,1,52,2,6,5,6,3,5,6,5,4,4,4,4,3
533,1,26,2,4,3,3,2,4,2,5,3,5,4,3,6
534,2,28,3,3,3,2,2,3,3,3,4,3,3,3,3
535,1,18,4,4,4,5,3,3,4,3,3,4,4,3,4
536,2,20,2,4,4,3,3,4,3,4,4,5,5,5,6
537,1,29,3,4,4,3,5,5,4,5,4,5,5,6,3
538,2,35,5,4,3,2,2,3,3,3,4,3,3,3,4
539,1,29,5,4,4,3,5,4,3,2,4,3,4,3,2
540,1,30,1,3,3,4,4,3,4,3,3,4,4,3,3
541,2,21,2,3,3,3,3,2,3,4,3,3,3,4,3
542,1,28,4,4,4,5,4,3,3,3,3,4,5,3,3
543,1,27,2,2,3,3,2,3,3,3,4,4,3,2,4
544,2,21,2,3,3,4,3,2,2,3,3,2,4,3,3
545,2,21,2,4,4,2,5,5,5,4,3,3,4,2,3
546,1,27,4,5,6,5,5,5,4,5,5,5,4,4,4
547,2,31,3,4,2,3,4,3,3,2,2,3,3,3,4
548,1,32,3,5,4,5,4,5,4,5,5,5,5,6,4
549,1,31,4,4,5,3,3,4,3,4,3,4,3,5,3
550,2,26,2,3,3,3,3,3,4,4,4,3,4,3,3
551,1,25,4,4,3,4,4,3,4,3,3,4,4,4,4
552,1,35,4,3,3,3,2,3,3,4,4,5,3,4,5
553,2,22,2,1,2,1,3,3,1,3,3,3,4,3,4
554,2,18,2,3,3,4,4,4,3,4,3,3,5,4,4
555,1,19,3,5,4,3,2,6,4,4,5,4,4,4,4
556,2,38,4,2,3,1,4,3,4,5,5,4,6,5,3
557,2,27,2,3,2,2,1,2,3,5,5,3,3,3,3
558,2,24,5,3,3,3,2,4,5,4,5,3,3,4,4
559,2,28,4,1,1,1,1,2,1,3,1,2,3,2,2
560,1,31,2,5,4,4,2,4,4,3,3,3,3,3,5
561,2,18,4,5,4,2,3,2,3,4,4,3,4,4,3
562,2,25,3,3,2,4,2,2,2,2,2,2,2,3,1
563,2,24,4,3,4,4,3,4,3,5,5,5,6,4,5
564,2,34,4,4,2,2,3,4,3,3,4,2,2,3,4
565,1,44,2,4,5,4,4,5,4,4,5,5,4,5,5
566,1,33,4,4,3,3,3,3,3,6,4,4,3,3,2
567,2,33,2,3,2,4,4,2,1,2,4,2,3,4,3
568,1,39,4,3,5,3,4,5,3,3,3,4,3,4,3
569,2,32,4,2,3,3,2,3,2,3,4,3,4,4,3
570,1,33,4,4,3,4,4,3,3,2,2,4,3,3,2
571,1,18,4,4,5,5,5,5,3,3,3,4,5,3,3
572,1,33,4,3,4,4,4,4,5,5,6,5,5,3,5
573,1,41,1,4,5,4,4,4,5,3,4,4,5,5,4
574,2,28,4,2,2,4,2,4,1,3,3,3,4,5,3
575,1,18,3,4,5,6,4,3,5,5,4,6,4,4,5
576,1,21,4,3,3,4,4,4,4,5,4,3,4,4,2
577,2,24,4,2,2,3,3,3,3,5,6,5,4,3,5
578,1,28,4,3,4,4,4,2,4,3,4,3,2,3,3
579,2,24,4,2,4,2,2,4,2,3,4,4,3,3,2
580,1,20,3,4,5,3,4,2,4,4,2,4,3,4,3
581,2,30,4,3,4,4,3,2,3,3,3,3,2,5,4
582,1,24,5,4,5,4,4,4,5,6,5,5,6,6,4
583,2,39,2,6,5,4,3,4,4,5,5,4,6,5,6
584,1,18,4,3,5,4,4,5,4,5,4,5,4,3,4
585,1,37,4,3,4,2,3,3,3,5,6,5,5,4,4
586,1,36,4,4,5,4,3,5,6,6,4,6,4,4,3
587,1,20,2,6,4,5,5,5,5,3,3,4,3,3,4
588,2,32,2,4,2,2,3,1,1,3,2,3,3,3,4
589,1,43,5,2,4,4,3,4,3,3,3,4,4,3,3
590,2,36,4,2,3,4,3,3,2,4,4,5,4,4,5
591,2,24,2,3,4,3,4,2,3,2,3,2,2,3,2
592,1,39,4,5,4,4,5,4,5,5,5,5,5,5,6
593,1,40,4,3,3,4,3,4,4,6,5,6,5,6,3
594,1,28,2,5,3,4,3,4,5,4,5,6,5,5,4
595,2,30,4,4,4,4,4,5,3,5,3,3,4,4,5
596,1,24,2,4,3,4,3,3,3,4,3,4,2,3,4
597,1,45,3,3,4,4,5,5,3,4,3,4,3,3,4
598,2,23,4,2,2,2,2,2,2,3,3,2,4,5,4
599,1,25,4,5,5,4,5,2,4,5,4,3,4,4,4
600,2,25,4,3,3,3,4,2,4,4,4,3,4,4,3
601,2,37,2,5,3,3,5,4,5,4,4,5,5,3,3
602,1,30,5,3,4,3,3,5,3,6,6,6,6,6,5
603,1,27,4,5,5,5,5,3,3,4,4,2,5,4,4
604,1,27,2,5,5,4,4,2,3,3,2,5,3,4,5
605,1,44,4,4,4,3,4,3,4,4,5,5,4,4,4
606,2,31,4,4,3,4,4,4,3,5,6,5,4,5,5
607,1,18,5,5,4,4,5,4,4,3,4,3,2,3,5
608,2,30,4,4,4,4,2,3,4,5,4,4,3,4,3
609,1,19,4,4,4,4,4,4,4,5,5,4,5,5,4
610,2,29,4,4,3,4,3,4,3,4,4,4,4,4,4
611,2,28,4,2,2,2,2,2,1,4,2,3,3,3,4
612,1,31,4,4,3,4,4,4,3,4,4,4,3,3,3
613,1,32,4,3,3,3,4,4,4,6,4,5,4,5,4
614,2,27,5,3,3,5,3,3,3,2,3,3,2,3,4
615,1,31,5,5,5,5,3,5,3,3,3,4,3,3,3
616,1,24,4,6,5,5,4,6,5,4,5,5,5,4,4
617,1,28,4,2,4,3,3,3,4,3,2,3,2,2,3
618,1,35,4,4,6,6,5,4,5,4,5,4,3,5,4
619,2,26,4,2,2,1,3,2,3,5,5,5,4,3,4
620,1,20,2,5,5,4,4,5,4,2,5,5,4,3,5
621,2,21,3,2,1,3,3,2,5,4,2,3,5,3,2
622,1,29,4,5,4,5,4,5,5,5,4,5,4,4,3
623,1,33,4,4,5,5,3,4,4,4,4,4,4,4,4
624,2,37,4,2,3,2,3,3,2,3,2,2,3,2,3
625,2,31,4,5,3,4,5,4,2,4,5,4,5,4,5
626,1,21,1,4,4,4,5,5,4,6,5,6,5,5,6
627,1,18,5,5,4,5,4,3,4,5,4,6,4,4,4
628,2,18,2,3,3,3,3,3,4,3,3,2,4,4,3
629,1,31,4,5,5,4,5,4,4,5,6,6,6,4,5
630,1,31,2,3,6,5,4,5,4,5,5,6,6,4,5
631,1,19,4,4,5,4,5,5,5,6,5,5,5,5,5
632,2,23,2,1,1,2,2,2,3,3,2,2,3,1,2
633,1,18,3,5,3,6,5,5,6,4,4,4,3,5,4
634,2,28,4,2,2,4,4,2,4,5,3,3,2,4,2
635,2,35,3,2,1,3,1,3,2,4,5,4,4,5,6
636,2,21,4,2,3,2,3,3,4,5,5,3,5,4,4
637,1,32,5,6,4,5,4,5,5,5,4,5,4,3,4
638,1,22,3,3,5,4,3,6,3,5,4,5,4,5,4
639,1,40,4,2,1,3,4,2,4,4,4,2,4,4,3
640,2,24,5,3,4,3,4,3,3,3,3,4,3,5,4
641,1,36,2,5,4,4,4,2,1,4,4,3,4,3,3
642,2,25,1,4,4,4,4,5,3,4,5,5,4,3,3
643,2,23,3,3,4,5,4,4,4,3,6,5,4,5,5
644,2,20,4,3,2,3,3,4,5,4,3,3,3,5,3
645,1,33,4,5,2,3,3,4,2,2,4,4,3,3,2
646,1,22,4,5,5,4,4,5,4,4,4,4,4,3,4
647,1,28,5,3,4,2,2,3,1,3,3,3,4,2,4
648,2,28,4,3,3,2,3,2,2,3,4,4,4,5,4
649,2,33,3,3,1,2,3,3,1,2,4,2,3,4,3
650,2,24,4,4,4,4,3,4,5,4,4,4,5,3,5
651,2,38,3,3,4,3,4,3,4,3,3,3,2,3,2
652,1,37,3,2,3,4,4,3,2,1,1,2,1,2,1
653,2,36,5,3,2,2,3,3,5,4,4,4,3,4,5
654,2,20,2,2,2,3,2,2,3,4,3,5,4,5,3
655,1,18,4,4,5,5,5,5,3,4,3,4,4,3,4
656,1,22,4,2,3,3,3,3,3,3,4,5,4,4,5
657,1,18,1,4,5,5,5,4,3,3,4,3,4,3,2
658,2,30,4,5,4,5,2,3,4,5,5,5,4,4,3
659,2,32,5,3,3,3,3,3,4,5,5,4,5,4,3
660,1,30,2,3,3,4,4,4,4,4,4,4,4,4,4
661,1,34,3,5,5,4,5,5,5,5,5,4,5,3,5
662,2,29,4,2,3,2,4,3,5,3,5,4,5,3,3
663,1,24,2,3,2,4,4,5,4,5,5,5,5,5,5
664,1,18,2,5,5,4,6,5,5,4,5,4,5,5,4
665,2,20,4,3,2,3,3,2,4,4,4,4,3,3,5
666,2,32,2,5,6,4,5,3,4,5,5,4,4,4,4
667,1,30,4,5,4,5,5,4,5,5,5,5,6,6,5
668,1,34,4,5,4,4,5,6,3,4,5,5,5,4,3
669,1,18,4,4,3,4,3,4,4,5,4,5,4,5,5
670,2,24,4,3,5,3,4,4,3,3,4,4,3,3,4
671,1,22,4,5,5,5,5,5,4,5,4,5,6,6,5
672,2,32,2,3,2,1,2,2,2,2,3,2,3,2,2
673,1,22,5,3,4,5,5,5,5,4,3,3,5,4,4
674,2,30,4,4,3,4,3,3,3,4,4,3,4,3,4
675,2,36,4,2,2,2,1,3,2,3,2,4,1,3,3
676,2,22,4,3,2,3,2,4,2,3,5,4,4,5,3
677,2,22,2,5,4,4,5,4,4,3,3,4,4,4,4
678,2,20,4,3,3,4,5,4,2,5,5,6,4,5,6
679,1,18,4,4,5,3,3,4,3,2,3,5,4,2,5
680,2,33,2,1,1,1,2,1,2,3,4,3,4,3,3
681,2,23,4,5,4,3,5,4,5,4,4,4,4,5,3
682,1,49,4,3,4,4,5,3,5,3,3,5,3,3,3
683,1,23,2,3,4,5,5,5,4,3,5,6,4,5,4
684,2,24,2,5,3,4,5,4,3,4,3,3,4,5,5
685,2,36,4,3,1,2,1,1,2,3,3,3,2,4,3
686,2,31,4,5,2,3,4,5,4,2,3,5,5,3,2
687,1,26,4,3,4,3,3,3,4,4,6,5,4,4,5
688,1,41,3,3,4,5,4,4,5,4,4,5,4,4,4
689,1,26,3,5,5,4,5,3,5,3,3,4,4,4,5
690,2,21,4,4,4,3,4,4,3,4,5,4,4,4,5
691,2,39,5,2,2,2,2,4,2,2,3,4,1,2,2
692,1,26,4,4,5,5,5,5,4,5,6,5,5,6,5
693,2,40,5,3,3,3,2,2,2,3,5,5,4,5,4
694,2,18,4,4,3,2,3,2,3,4,4,4,3,5,5
695,1,21,2,5,5,4,3,3,5,4,5,3,3,4,3
696,1,49,1,5,5,6,5,5,5,4,4,4,4,5,5
697,2,28,3,4,4,4,2,3,4,3,3,4,3,4,4
698,2,25,4,5,4,6,4,4,3,4,4,5,3,4,6
699,1,35,4,3,4,3,3,4,4,5,4,6,5,4,5
700,2,24,2,2,2,2,2,4,4,3,3,2,3,3,3
701,1,39,3,4,3,4,3,4,4,4,3,3,3,3,3
702,2,20,4,4,2,3,3,2,3,5,5,4,4,5,4
703,2,35,4,1,2,1,3,2,2,3,3,3,3,4,3
704,2,18,4,3,1,2,3,5,2,4,2,3,3,4,3
705,1,25,3,4,4,2,3,2,2,3,3,3,2,1,3
706,1,20,2,6,4,4,3,6,5,4,3,4,3,5,4
707,2,24,2,3,3,5,2,3,2,2,2,4,4,3,4
708,1,34,4,4,4,5,3,4,5,4,4,5,3,4,3
709,1,20,4,3,4,4,3,4,4,4,3,4,5,4,3
710,1,33,3,3,3,4,4,3,3,3,2,3,3,4,1
711,1,18,2,4,3,3,4,3,3,4,4,4,5,3,4
712,1,29,5,3,5,4,2,2,3,4,4,3,2,4,4
713,1,34,4,3,3,4,4,4,3,3,5,4,4,5,3
714,2,30,4,3,3,3,3,4,3,3,4,2,3,3,4
715,1,31,4,4,3,3,4,4,5,3,5,4,4,4,5
716,2,22,4,3,3,3,4,4,4,1,1,2,2,2,4
717,1,36,4,3,3,2,3,2,2,3,2,4,5,3,2
718,2,18,2,2,1,1,3,3,3,4,4,3,5,4,4
719,2,32,2,3,5,3,3,4,4,4,5,4,4,4,6
720,2,34,2,4,3,3,4,3,3,4,4,4,4,4,4
721,2,32,4,2,2,3,1,3,2,2,4,3,3,4,3
722,2,28,3,1,1,2,1,1,2,3,2,3,1,2,2
723,2,22,4,4,5,4,3,4,3,4,5,4,4,3,4
724,2,19,5,4,4,3,4,4,3,3,2,2,2,2,4
725,1,32,4,4,3,3,3,4,2,4,2,3,2,3,2
726,1,26,2,5,6,5,4,4,5,4,4,3,5,5,4
727,1,25,3,5,4,3,5,4,5,4,5,4,5,5,5
728,2,35,3,2,3,2,3,3,2,3,4,3,3,5,2
729,1,31,2,5,3,3,4,4,3,5,3,4,4,4,5
730,2,31,4,3,4,2,4,4,5,4,4,3,5,5,3
731,2,27,2,3,4,2,3,3,3,3,3,3,5,5,4
732,2,36,1,3,2,2,2,2,1,4,4,3,2,3,3
733,1,32,4,5,5,6,5,5,6,3,3,3,5,5,4
734,1,18,2,4,4,5,3,4,5,3,5,5,2,3,4
735,1,20,4,2,4,3,4,4,4,2,2,2,2,2,3
736,1,22,5,5,6,4,6,5,4,4,4,4,5,4,4
737,1,35,4,3,4,5,4,4,4,4,4,5,4,4,4
738,1,29,2,4,5,4,4,4,4,5,4,5,4,5,4
739,2,20,4,4,2,3,2,4,3,3,4,4,5,5,4
740,2,27,5,3,3,3,3,4,3,4,3,3,4,3,5
741,2,21,4,2,2,2,2,2,3,2,3,2,3,3,5
742,2,28,2,2,3,1,2,3,2,4,5,3,5,5,4
743,2,32,4,2,4,3,4,2,4,3,4,1,1,3,3
744,1,43,1,3,5,4,3,5,4,5,4,4,4,4,4
745,1,28,2,4,4,5,4,5,5,2,2,4,3,3,2
746,2,29,4,4,4,2,4,2,4,4,5,5,5,5,4
747,1,21,4,4,4,5,6,4,5,3,4,4,4,5,4
748,1,24,4,5,5,4,5,5,4,5,5,4,5,4,5
749,2,20,3,3,3,3,3,2,3,4,4,5,4,3,3
750,2,23,3,3,2,2,2,2,4,3,4,3,4,3,3
751,1,26,2,2,4,4,3,5,3,3,5,4,5,4,6
752,2,27,2,3,4,5,2,3,3,5,4,3,5,3,3
753,1,41,3,5,4,5,5,4,4,6,4,5,5,4,5
754,2,28,4,2,2,4,3,3,3,3,2,3,3,4,3
755,1,31,4,4,3,3,4,4,3,4,4,6,5,5,4
756,2,24,2,2,2,2,3,1,1,4,3,2,4,3,3
757,1,27,2,6,4,3,3,5,4,4,4,4,6,5,4
758,1,33,2,4,5,4,4,5,5,4,4,5,4,3,4
759,2,29,4,3,4,4,4,4,4,4,2,4,4,4,5
760,1,45,2,3,4,3,3,4,5,4,5,5,4,4,4
761,1,46,1,4,6,5,4,3,4,3,5,5,4,5,4
762,2,20,2,3,4,4,3,2,3,3,2,3,2,3,2
763,1,30,1,2,4,3,4,3,2,3,3,3,3,3,3
764,1,33,4,3,3,5,5,3,5,3,5,3,5,4,5
765,2,38,4,3,3,4,4,2,5,5,4,3,4,5,4
766,1,37,4,5,3,4,6,4,3,5,4,5,4,5,5
767,1,20,2,2,4,3,5,3,3,5,3,6,3,4,4
768,1,22,4,5,3,5,4,4,3,3,3,2,4,3,3
769,1,38,4,3,3,2,3,3,4,5,4,4,4,4,3
770,2,26,2,3,3,2,2,3,2,3,4,2,3,4,4
771,1,29,4,5,4,5,5,4,5,5,6,6,5,4,5
772,1,30,4,4,4,2,4,3,3,3,3,4,3,4,4
773,2,18,2,3,2,3,2,2,3,3,4,3,2,3,3
774,2,24,3,3,3,3,3,3,4,4,4,3,3,3,5
775,2,29,4,4,4,4,5,5,4,5,5,3,5,3,4
776,1,37,4,3,2,4,3,3,3,4,3,4,3,3,3
777,2,20,4,3,4,3,4,4,3,3,2,4,2,2,3
778,2,18,3,3,4,4,4,3,4,4,4,6,5,4,4
779,2,28,3,3,2,4,4,4,4,2,3,3,2,1,2
780,2,29,4,3,3,3,4,4,3,5,4,4,4,5,5
781,1,18,1,3,3,5,4,3,3,4,3,4,5,4,4
782,1,18,2,4,3,4,4,3,4,2,4,4,4,4,3
783,1,27,4,4,3,3,5,5,3,3,3,4,4,3,4
784,2,38,3,3,3,4,5,4,4,2,3,2,3,2,3
785,2,28,5,1,1,2,3,1,2,1,1,3,3,2,2
786,1,29,1,3,5,3,3,2,4,3,4,5,5,4,3
787,2,18,4,4,3,4,2,4,3,4,6,5,3,6,5
788,2,28,2,4,3,4,4,4,5,5,5,6,6,5,6
789,2,30,2,4,4,2,2,3,5,4,4,3,3,5,4
790,2,18,3,3,4,4,4,3,3,4,4,4,4,4,5
791,2,31,2,3,3,3,4,4,2,3,5,5,4,3,3
792,2,28,1,4,3,1,3,3,2,3,4,2,4,4,4
793,1,18,3,5,5,5,5,4,4,3,3,4,4,3,4
794,2,28,4,4,2,4,4,3,4,1,2,3,3,3,4
795,1,40,5,3,4,3,4,4,4,4,5,4,4,4,4
796,1,26,4,4,4,6,3,4,5,5,3,3,4,3,5
797,2,30,2,3,4,5,4,4,4,5,4,4,5,6,6
798,1,18,1,3,4,4,4,3,3,3,5,4,3,4,5
799,1,31,3,2,2,2,3,4,3,3,3,3,3,4,2
800,2,39,2,3,4,4,3,2,3,4,3,2,2,4,2
801,1,40,2,2,1,1,3,2,2,4,3,3,3,2,1
802,1,35,4,4,4,5,5,4,4,4,5,5,3,5,3
803,1,18,2,3,5,5,5,4,5,4,4,5,4,5,4
804,2,27,2,4,3,4,3,4,4,4,4,4,5,6,4
805,2,24,4,3,1,2,4,4,2,5,4,3,4,2,1
806,1,18,3,3,3,3,2,2,2,5,4,4,4,4,4
807,1,30,4,4,6,5,4,4,5,5,4,6,6,6,4
808,2,36,3,3,3,3,3,3,3,4,3,4,5,4,4
809,1,26,4,4,4,2,5,3,5,4,5,4,4,4,5
810,2,28,3,3,2,3,2,3,2,4,3,4,3,2,3
811,2,29,4,4,5,3,4,4,5,2,3,3,4,4,4
812,2,29,5,3,4,4,3,4,4,6,5,5,4,5,5
813,2,24,2,4,4,4,3,4,3,5,3,2,2,4,2
814,1,25,4,2,3,2,3,3,2,3,2,5,2,2,3
815,1,33,4,4,4,4,3,5,4,4,4,4,4,4,5
816,2,28,3,2,1,2,2,2,2,5,3,2,3,3,3
817,1,40,4,2,2,2,2,4,2,5,3,5,3,4,3
818,1,18,2,2,2,1,1,2,1,2,1,2,1,1,1
819,1,31,4,4,3,3,4,3,4,3,3,4,2,4,4
820,2,37,2,5,5,4,3,4,5,5,4,3,6,4,5
821,1,34,2,4,3,4,4,3,3,4,4,3,3,3,4
822,2,31,4,1,3,1,3,2,3,3,2,1,1,2,1
823,2,25,3,2,4,2,2,3,3,3,5,3,4,3,4
824,1,34,2,4,3,4,4,3,3,4,4,4,5,4,4
825,2,18,4,3,3,2,2,3,4,6,6,5,6,6,6
826,2,18,4,2,3,4,4,3,2,3,4,3,4,3,3
827,1,27,2,3,4,4,4,4,3,5,4,5,4,4,3
828,2,23,3,5,3,4,3,4,3,5,5,5,5,6,6
829,1,39,1,3,4,4,5,5,5,4,4,4,4,3,3
830,1,19,4,4,2,4,3,3,4,4,3,3,4,3,3
831,2,26,4,3,4,3,4,4,5,5,3,3,5,5,5
832,1,35,4,3,5,3,5,4,4,5,5,3,5,5,4
833,2,24,4,2,3,2,3,4,3,5,3,4,4,3,1
834,2,23,4,2,2,3,1,3,1,3,3,3,3,3,3
835,1,34,1,5,4,5,6,5,5,5,6,6,4,5,5
836,1,30,2,3,3,3,3,3,4,3,4,4,4,4,3
837,2,34,4,4,3,3,4,4,4,5,5,5,4,3,4
838,1,27,4,4,2,1,3,3,3,4,5,5,5,4,5
839,2,26,5,3,3,4,4,4,4,4,4,5,5,6,5
840,1,21,4,5,5,4,5,4,5,5,5,5,5,5,4
841,2,19,4,3,2,2,3,3,2,5,5,3,3,4,5
842,2,40,4,5,4,4,5,4,4,4,5,3,6,6,5
843,1,36,4,5,3,4,2,2,4,4,4,6,4,5,3
844,2,31,3,3,3,2,3,4,3,3,3,5,2,2,4
845,1,29,4,5,5,4,2,4,3,2,3,4,2,3,3
846,2,32,4,2,4,4,2,3,2,3,3,3,2,2,4
847,2,29,4,2,5,3,4,3,5,3,5,4,5,5,4
848,2,36,4,3,3,2,3,4,4,4,3,3,4,4,3
849,1,44,1,6,5,5,5,3,4,4,4,3,5,5,3
850,1,22,4,4,4,3,4,4,4,3,3,4,4,2,4
851,1,24,4,3,5,3,4,3,4,3,3,3,3,3,3
852,2,31,4,4,2,3,2,2,2,3,3,3,3,2,3
853,2,18,5,4,5,5,3,4,5,4,4,3,5,4,5
854,2,36,4,2,3,3,3,4,2,2,3,2,2,3,3
855,2,34,5,5,4,4,4,4,4,3,2,1,3,3,4
856,2,18,4,2,4,3,3,2,3,4,4,3,4,4,4
857,1,18,5,6,5,6,6,6,6,4,5,5,4,4,3
858,1,23,1,3,3,3,4,3,4,3,2,4,3,4,3
859,2,20,2,3,2,3,4,3,2,3,4,4,4,4,4
860,2,24,2,4,3,3,4,2,3,3,4,5,4,3,3
861,2,24,4,3,4,3,4,3,2,4,3,3,4,3,2
862,1,28,4,3,5,5,4,3,6,4,4,4,4,3,4
863,2,25,5,3,3,4,4,2,4,4,4,4,4,4,5
864,2,20,2,3,2,4,4,4,6,5,5,4,4,4,5
865,2,29,2,3,4,4,3,5,2,5,4,4,4,6,5
866,2,30,1,2,2,2,2,3,3,4,3,3,5,3,3
867,1,25,1,3,3,2,1,2,3,5,4,4,4,3,4
868,2,30,4,3,4,6,4,3,3,4,4,5,4,5,5
